,loss,accuracy,val_loss,val_accuracy
0,0.678769588470459,0.44905614852905273,0.5981580018997192,0.471830278635025
1,0.5901824235916138,0.47711533308029175,0.5521566271781921,0.4901077151298523
2,0.5464296936988831,0.49551910161972046,0.52744460105896,0.5019259452819824
3,0.5152437090873718,0.5101629495620728,0.5117803812026978,0.510515034198761
4,0.4909251630306244,0.5227136611938477,0.5006318092346191,0.5174657106399536
5,0.4711923897266388,0.5338239669799805,0.4926849901676178,0.5219263434410095
6,0.4545746147632599,0.5434746742248535,0.487701416015625,0.5261065363883972
7,0.44080650806427,0.5518057346343994,0.48467686772346497,0.5290809869766235
8,0.4287666380405426,0.5595386028289795,0.4817551374435425,0.5316326022148132
9,0.4185812771320343,0.5660421848297119,0.47849035263061523,0.5341036915779114
10,0.4097082018852234,0.5717064142227173,0.47757387161254883,0.5357212424278259
11,0.4017409682273865,0.5771180987358093,0.4759734869003296,0.5376780033111572
12,0.39446088671684265,0.5821263194084167,0.4742523729801178,0.5405132174491882
13,0.3885715901851654,0.5861028432846069,0.4748336374759674,0.5418034791946411
14,0.38323405385017395,0.5899059176445007,0.47440987825393677,0.5420939326286316
15,0.37808501720428467,0.5934979915618896,0.4742450416088104,0.5433971285820007
16,0.3735893666744232,0.596158504486084,0.4726046621799469,0.5446814298629761
17,0.3696296811103821,0.5991575121879578,0.47102615237236023,0.5457906126976013
18,0.36612072587013245,0.60152268409729,0.4731779992580414,0.5467097759246826
19,0.362535685300827,0.6045172810554504,0.4705682098865509,0.5470669269561768
20,0.359483927488327,0.6063582897186279,0.4700528681278229,0.5481701493263245
21,0.3567737936973572,0.6085179448127747,0.4716652035713196,0.5483691096305847
22,0.3542938232421875,0.610272228717804,0.47372889518737793,0.5472927689552307
23,0.35163819789886475,0.612062931060791,0.47264811396598816,0.5491082668304443
24,0.34937748312950134,0.6137565970420837,0.4718223810195923,0.5495221018791199
25,0.3472630977630615,0.6155282855033875,0.47427138686180115,0.5507457256317139
26,0.3451998233795166,0.6168811321258545,0.47306180000305176,0.5511893630027771
